,Ranking,TV_Show,Channel,Duration,Ranking_Percent,Datetime,Month,Week,Day,Hour,Minute,Day_of_week
872,13,רפי רשף אינטימי,קשת 12,29.0,5.9,2020-02-13 23:15:00,2,7,13,23,15,3
873,14,שש - אמנון לוי,רשת 13,50.0,4.7,2020-02-13 17:55:00,2,7,13,17,55,3
874,15,ערב טוב עם גיא פינס - קשת עונה 2 ש.ח,קשת 12,24.0,4.4,2020-02-13 23:43:00,2,7,13,23,43,3
875,16,מהדורה ראשונה 12,קשת 12,52.0,4.3,2020-02-13 16:08:00,2,7,13,16,8,3
876,17,חדשות הבוקר עם ניב רסקין עונה 2,קשת 12,122.0,4.0,2020-02-13 06:57:00,2,7,13,6,57,3
877,18,היום שהיה עם טל ברמן,רשת 13,30.0,3.9,2020-02-13 23:19:00,2,7,13,23,19,3
879,20,העולם הבוקר,רשת 13,120.0,3.3,2020-02-13 06:59:00,2,7,13,6,59,3
880,1,אולפן שישי 12,קשת 12,107.0,10.3,2020-02-14 19:55:00,2,7,14,19,55,4
881,2,סבריי מרנן עונה 6,קשת 12,31.0,9.5,2020-02-14 21:42:00,2,7,14,21,42,4
882,3,סבריי מרנן עונה 5 ש.ח,קשת 12,29.0,7.6,2020-02-14 22:14:00,2,7,14,22,14,4
883,4,אופירה וברקוביץ' - עונה 3,קשת 12,109.0,6.0,2020-02-14 18:05:00,2,7,14,18,5,4
884,5,מועדון לילה עונה 7 ש.ח,קשת 12,67.0,5.5,2020-02-14 22:44:00,2,7,14,22,44,4
885,6,שישי עם אילה חסון,רשת 13,106.0,5.4,2020-02-14 19:56:00,2,7,14,19,56,4
886,7,שי בשידור,רשת 13,76.0,4.9,2020-02-14 21:41:00,2,7,14,21,41,4
887,8,שישי - סיכום שבוע,רשת 13,25.0,4.2,2020-02-14 19:30:00,2,7,14,19,30,4
888,9,לעוף על המיליון - עונה 7 - לעוף על המים ש.ח,רשת 13,34.0,3.8,2020-02-14 22:58:00,2,7,14,22,58,4
889,10,העולם הבוקר,רשת 13,180.0,3.6,2020-02-14 07:00:00,2,7,14,7,0,4
890,11,גלית ואילנית - עונה 2,קשת 12,52.0,3.5,2020-02-14 17:06:00,2,7,14,17,6,4
891,12,שישי בבוקר עם גלית ויואב - עונה 2,קשת 12,181.0,3.4,2020-02-14 06:57:00,2,7,14,6,57,4
892,13,גלית ואילנית - עונה 2,קשת 12,59.0,3.2,2020-02-14 15:59:00,2,7,14,15,59,4
893,14,שנות ה-80 עונה 5 ש.ח,רשת 13,40.0,3.2,2020-02-14 18:50:00,2,7,14,18,50,4
894,15,איזה צחוק עם אבי נוסבאום ש.ח,קשת 12,82.0,2.9,2020-02-14 23:50:00,2,7,14,23,50,4
895,16,פותחים שישי,רשת 13,53.0,2.8,2020-02-14 10:00:00,2,7,14,10,0,4
897,18,סודות מתוקים - קרין גורן,רשת 13,38.0,2.5,2020-02-14 18:11:00,2,7,14,18,11,4
898,19,משחקי השף עונה 4 ש.ח,רשת 13,54.0,2.4,2020-02-14 17:05:00,2,7,14,17,5,4
899,20,האח הגדול 2020 ש.ח,רשת 13,94.0,2.3,2020-02-14 23:32:00,2,7,14,23,32,4
900,1,האח הגדול 2020,רשת 13,100.0,16.0,2020-02-15 21:13:00,2,7,15,21,13,5
901,2,חדשות שבת 12,קשת 12,88.0,14.1,2020-02-15 19:57:00,2,7,15,19,57,5
903,4,פגוש את העיתונות 12,קשת 12,45.0,10.1,2020-02-15 19:07:00,2,7,15,19,7,5
904,5,מהדורת השבת עם הילה קורח,רשת 13,78.0,9.2,2020-02-15 19:55:00,2,7,15,19,55,5
905,6,אנשים עונה 16,קשת 12,35.0,9.0,2020-02-15 22:57:00,2,7,15,22,57,5
906,7,גב האומה עונה 11,רשת 13,29.0,7.9,2020-02-15 22:53:00,2,7,15,22,53,5
907,8,המטה המרכזי,רשת 13,44.0,6.2,2020-02-15 19:07:00,2,7,15,19,7,5
908,9,ארץ נהדרת עונה 17 ש.ח,קשת 12,78.0,5.4,2020-02-15 17:35:00,2,7,15,17,35,5
909,10,ערב טוב עם גיא פינס - קשת עונה 2 לקט ש.ח,קשת 12,48.0,4.6,2020-02-15 23:32:00,2,7,15,23,32,5
910,11,נפלת חזק עונה 2 ש.ח,רשת 13,34.0,3.4,2020-02-15 23:26:00,2,7,15,23,26,5
912,13,אולפן שישי - הכתבות,קשת 12,60.0,2.4,2020-02-15 00:33:00,2,7,15,0,33,5
913,14,סדר עולמי השבוע 12,קשת 12,31.0,2.2,2020-02-15 17:03:00,2,7,15,17,3,5
914,15,משחקי השף עונה 4 ש.ח,רשת 13,180.0,2.2,2020-02-15 15:44:00,2,7,15,15,44,5
916,17,כמעט שבת שלום ש.ח,קשת 12,27.0,2.0,2020-02-15 01:33:00,2,7,15,1,33,5
919,20,שי בשידור ש.ח,רשת 13,79.0,1.8,2020-02-15 00:06:00,2,7,15,0,6,5
921,2,חדשות 12,קשת 12,76.0,15.3,2020-02-16 19:56:00,2,7,16,19,56,6
922,3,משחקי השף עונה 4 - קרבות המטבח,רשת 13,80.0,12.0,2020-02-16 21:19:00,2,7,16,21,19,6
923,4,תכנית חיסכון 12,קשת 12,27.0,11.9,2020-02-16 19:25:00,2,7,16,19,25,6
924,5,ערב טוב עם גיא פינס - קשת עונה 2,קשת 12,32.0,10.7,2020-02-16 18:47:00,2,7,16,18,47,6
925,6,חדשות 13,רשת 13,83.0,10.5,2020-02-16 19:56:00,2,7,16,19,56,6
926,7,שש עם עודד בן עמי 12,קשת 12,49.0,10.3,2020-02-16 17:58:00,2,7,16,17,58,6
927,8,חי בלילה עונה 12,קשת 12,32.0,8.8,2020-02-16 22:59:00,2,7,16,22,59,6
928,9,חמש עם רפי רשף 12,קשת 12,56.0,8.3,2020-02-16 16:59:00,2,7,16,16,59,6
929,10,שווה כסף,רשת 13,25.0,7.8,2020-02-16 19:28:00,2,7,16,19,28,6
930,11,לפני החדשות,רשת 13,43.0,7.2,2020-02-16 18:45:00,2,7,16,18,45,6
931,12,הצינור,רשת 13,30.0,6.4,2020-02-16 22:44:00,2,7,16,22,44,6
932,13,מהדורה ראשונה 12,קשת 12,51.0,5.7,2020-02-16 16:08:00,2,7,16,16,8,6
933,14,שש - אמנון לוי,רשת 13,50.0,5.4,2020-02-16 17:55:00,2,7,16,17,55,6
934,15,העולם הבוקר,רשת 13,120.0,4.5,2020-02-16 07:00:00,2,7,16,7,0,6
935,16,ערב טוב עם גיא פינס - קשת עונה 2 ש.ח,קשת 12,25.0,4.4,2020-02-16 23:40:00,2,7,16,23,40,6
936,17,היום שהיה עם טל ברמן,רשת 13,31.0,4.1,2020-02-16 23:14:00,2,7,16,23,14,6
937,18,חדשות הבוקר עם ניב רסקין עונה 2,קשת 12,121.0,3.8,2020-02-16 06:58:00,2,7,16,6,58,6
939,20,תכנית חיסכון 12 ש.ח,קשת 12,26.0,3.4,2020-02-16 00:24:00,2,7,16,0,24,6
940,1,חדשות 12,קשת 12,85.0,13.3,2020-02-17 19:56:00,2,8,17,19,56,0
941,2,תכנית חיסכון 12,קשת 12,28.0,10.9,2020-02-17 19:24:00,2,8,17,19,24,0
943,4,הכרישים קשת - עונה 2,קשת 12,37.0,9.5,2020-02-17 22:25:00,2,8,17,22,25,0
944,5,חדשות 13,רשת 13,79.0,9.4,2020-02-17 19:57:00,2,8,17,19,57,0
945,6,ערב טוב עם גיא פינס - קשת עונה 2,קשת 12,32.0,8.6,2020-02-17 18:47:00,2,8,17,18,47,0
947,8,שווה כסף,רשת 13,25.0,7.4,2020-02-17 19:28:00,2,8,17,19,28,0
948,9,שש עם עודד בן עמי 12,קשת 12,49.0,7.2,2020-02-17 17:57:00,2,8,17,17,57,0
949,10,חמש עם רפי רשף 12,קשת 12,56.0,6.3,2020-02-17 16:59:00,2,8,17,16,59,0
950,11,לפני החדשות,רשת 13,43.0,6.2,2020-02-17 18:45:00,2,8,17,18,45,0
951,12,שש - אמנון לוי,רשת 13,50.0,4.5,2020-02-17 17:55:00,2,8,17,17,55,0
952,13,מהדורה ראשונה 12,קשת 12,51.0,4.5,2020-02-17 16:07:00,2,8,17,16,7,0
953,14,חדשות הבוקר עם ניב רסקין עונה 2,קשת 12,122.0,3.9,2020-02-17 06:58:00,2,8,17,6,58,0
954,15,העולם הבוקר,רשת 13,120.0,3.6,2020-02-17 07:00:00,2,8,17,7,0,0
955,16,מהדורת חמש,רשת 13,55.0,3.3,2020-02-17 16:57:00,2,8,17,16,57,0
956,17,העולם הבוקר - רגע לפני,רשת 13,45.0,2.9,2020-02-17 06:15:00,2,8,17,6,15,0
957,18,פאולה וליאון עונה 2,קשת 12,90.0,2.9,2020-02-17 09:00:00,2,8,17,9,0,0
958,19,תעמולת בחירות ע.12,קשת 12,64.0,2.9,2020-02-17 23:11:00,2,8,17,23,11,0
959,20,תעמולת בחירות ע.13,רשת 13,64.0,2.7,2020-02-17 23:10:00,2,8,17,23,10,0
960,1,חדשות 12,קשת 12,78.0,14.7,2020-02-18 19:57:00,2,8,18,19,57,1
961,2,מועדון לילה עונה 7,קשת 12,92.0,13.7,2020-02-18 21:15:00,2,8,18,21,15,1
962,3,משחקי השף עונה 4 - קרבות המטבח,רשת 13,64.0,12.0,2020-02-18 21:28:00,2,8,18,21,28,1
963,4,תכנית חיסכון 12,קשת 12,29.0,10.1,2020-02-18 19:24:00,2,8,18,19,24,1
964,5,חדשות 13,רשת 13,91.0,9.7,2020-02-18 19:56:00,2,8,18,19,56,1
965,6,הצינור,רשת 13,28.0,8.4,2020-02-18 22:31:00,2,8,18,22,31,1
966,7,ערב טוב עם גיא פינס - קשת עונה 2,קשת 12,31.0,8.2,2020-02-18 18:47:00,2,8,18,18,47,1
967,8,זה לא הגיל עונה 2,קשת 12,33.0,7.1,2020-02-18 22:51:00,2,8,18,22,51,1
968,9,שווה כסף,רשת 13,25.0,7.0,2020-02-18 19:28:00,2,8,18,19,28,1
969,10,לפני החדשות,רשת 13,40.0,6.6,2020-02-18 18:45:00,2,8,18,18,45,1
970,11,שש עם עודד בן עמי 12,קשת 12,49.0,6.5,2020-02-18 17:57:00,2,8,18,17,57,1
971,12,היום שהיה עם טל ברמן,רשת 13,21.0,6.0,2020-02-18 23:07:00,2,8,18,23,7,1
972,13,חמש עם רפי רשף 12,קשת 12,56.0,5.9,2020-02-18 16:59:00,2,8,18,16,59,1
973,14,שש - אמנון לוי,רשת 13,50.0,5.6,2020-02-18 17:55:00,2,8,18,17,55,1
974,15,מהדורה ראשונה 12,קשת 12,52.0,4.7,2020-02-18 16:07:00,2,8,18,16,7,1
975,16,חדשות הבוקר עם ניב רסקין עונה 2,קשת 12,122.0,4.3,2020-02-18 06:57:00,2,8,18,6,57,1
976,17,תעמולת בחירות ע.12,קשת 12,39.0,4.3,2020-02-18 23:25:00,2,8,18,23,25,1
977,18,מהדורת חמש,רשת 13,55.0,3.7,2020-02-18 16:56:00,2,8,18,16,56,1
978,19,העולם הבוקר,רשת 13,120.0,3.4,2020-02-18 07:00:00,2,8,18,7,0,1
979,20,כותרות הבוקר עם ניב רסקין עונה 2,קשת 12,43.0,3.2,2020-02-18 06:15:00,2,8,18,6,15,1
980,1,חדשות 12,קשת 12,78.0,16.6,2020-02-19 19:57:00,2,8,19,19,57,2
982,3,האח הגדול 2020,רשת 13,109.0,13.2,2020-02-19 21:14:00,2,8,19,21,14,2
983,4,תכנית חיסכון 12,קשת 12,28.0,11.3,2020-02-19 19:25:00,2,8,19,19,25,2
984,5,הצינור,רשת 13,23.0,9.5,2020-02-19 23:03:00,2,8,19,23,3,2
985,6,חדשות 13,רשת 13,77.0,8.9,2020-02-19 19:57:00,2,8,19,19,57,2
986,7,ערב טוב עם גיא פינס - קשת עונה 2,קשת 12,32.0,8.5,2020-02-19 18:46:00,2,8,19,18,46,2
987,8,חי בלילה עונה 12,קשת 12,29.0,7.8,2020-02-19 22:59:00,2,8,19,22,59,2
988,9,לפני החדשות,רשת 13,39.0,7.2,2020-02-19 18:45:00,2,8,19,18,45,2
989,10,שש עם עודד בן עמי 12,קשת 12,49.0,6.9,2020-02-19 17:57:00,2,8,19,17,57,2
990,11,שווה כסף,רשת 13,26.0,6.9,2020-02-19 19:27:00,2,8,19,19,27,2
991,12,חמש עם רפי רשף 12,קשת 12,55.0,6.4,2020-02-19 16:59:00,2,8,19,16,59,2
992,13,שש - אמנון לוי,רשת 13,50.0,6.3,2020-02-19 17:55:00,2,8,19,17,55,2
993,14,העולם הבוקר,רשת 13,120.0,5.0,2020-02-19 07:00:00,2,8,19,7,0,2
994,15,תעמולת בחירות ע.13,רשת 13,31.0,4.8,2020-02-19 23:30:00,2,8,19,23,30,2
995,16,מהדורת חמש,רשת 13,56.0,4.1,2020-02-19 16:56:00,2,8,19,16,56,2
996,17,תעמולת בחירות ע.12,קשת 12,31.0,4.1,2020-02-19 23:30:00,2,8,19,23,30,2
997,18,מהדורה ראשונה 12,קשת 12,51.0,3.9,2020-02-19 16:08:00,2,8,19,16,8,2
998,19,חדשות היום,רשת 13,47.0,3.8,2020-02-19 16:09:00,2,8,19,16,9,2
999,20,חדשות הבוקר עם ניב רסקין עונה 2,קשת 12,121.0,3.7,2020-02-19 06:58:00,2,8,19,6,58,2
1000,1,חדשות 12,קשת 12,87.0,15.7,2020-02-20 19:56:00,2,8,20,19,56,3
1001,2,האח הגדול 2020,רשת 13,79.0,13.4,2020-02-20 21:23:00,2,8,20,21,23,3
1002,3,תכנית חיסכון 12,קשת 12,28.0,12.5,2020-02-20 19:26:00,2,8,20,19,26,3
1003,4,עובדה 2020,קשת 12,77.0,11.4,2020-02-20 21:23:00,2,8,20,21,23,3
1004,5,ערב טוב עם גיא פינס - קשת עונה 2,קשת 12,32.0,9.8,2020-02-20 18:46:00,2,8,20,18,46,3
1005,6,חדשות 13,רשת 13,87.0,7.9,2020-02-20 19:56:00,2,8,20,19,56,3
1006,7,שש עם עודד בן עמי 12,קשת 12,50.0,7.7,2020-02-20 17:57:00,2,8,20,17,57,3
1007,8,גב האומה עונה 11,רשת 13,31.0,7.5,2020-02-20 22:42:00,2,8,20,22,42,3
1008,9,רפי רשף אינטימי,קשת 12,34.0,7.0,2020-02-20 22:51:00,2,8,20,22,51,3
1009,10,תעמולת בחירות ע.12,קשת 12,30.0,6.1,2020-02-20 23:27:00,2,8,20,23,27,3
1010,11,חמש עם רפי רשף 12,קשת 12,55.0,6.0,2020-02-20 16:59:00,2,8,20,16,59,3
1011,12,לפני החדשות,רשת 13,39.0,5.2,2020-02-20 18:45:00,2,8,20,18,45,3
1012,13,מהדורה ראשונה 12,קשת 12,48.0,5.1,2020-02-20 16:10:00,2,8,20,16,10,3
1013,14,שווה כסף,רשת 13,26.0,5.1,2020-02-20 19:27:00,2,8,20,19,27,3
1014,15,שש - אמנון לוי,רשת 13,51.0,4.6,2020-02-20 17:55:00,2,8,20,17,55,3
1015,16,העולם הבוקר,רשת 13,120.0,4.5,2020-02-20 07:00:00,2,8,20,7,0,3
1016,17,ערב טוב עם גיא פינס - קשת עונה 2 ש.ח,קשת 12,31.0,4.0,2020-02-20 23:57:00,2,8,20,23,57,3
1017,18,חדשות הבוקר עם ניב רסקין עונה 2,קשת 12,121.0,4.0,2020-02-20 06:57:00,2,8,20,6,57,3
1018,19,מהדורת חמש,רשת 13,57.0,3.9,2020-02-20 16:55:00,2,8,20,16,55,3
1019,20,חדשות היום,רשת 13,47.0,3.6,2020-02-20 16:08:00,2,8,20,16,8,3
1020,1,אולפן שישי 12,קשת 12,106.0,12.0,2020-02-21 19:55:00,2,8,21,19,55,4
1021,2,סבריי מרנן עונה 6,קשת 12,29.0,9.9,2020-02-21 21:40:00,2,8,21,21,40,4
1022,3,סבריי מרנן עונה 5 ש.ח,קשת 12,29.0,8.6,2020-02-21 22:10:00,2,8,21,22,10,4
1023,4,אופירה וברקוביץ' - עונה 3,קשת 12,107.0,8.1,2020-02-21 18:06:00,2,8,21,18,6,4
1024,5,שי בשידור,רשת 13,75.0,6.2,2020-02-21 21:42:00,2,8,21,21,42,4
1025,6,שישי עם אילה חסון,רשת 13,107.0,5.6,2020-02-21 19:55:00,2,8,21,19,55,4
1027,8,שישי - סיכום שבוע,רשת 13,26.0,4.8,2020-02-21 19:30:00,2,8,21,19,30,4
1028,9,כמעט שבת שלום,קשת 12,59.0,4.1,2020-02-21 10:05:00,2,8,21,10,5,4
1029,10,שישי בבוקר עם גלית ויואב - עונה 2,קשת 12,181.0,3.8,2020-02-21 06:57:00,2,8,21,6,57,4
1030,11,גלית ואילנית - עונה 2,קשת 12,114.0,3.8,2020-02-21 15:58:00,2,8,21,15,58,4
1032,13,מבשלים עם קשת : שף עומר מילר ש.ח,קשת 12,36.0,3.2,2020-02-21 11:04:00,2,8,21,11,4,4
1033,14,העולם הבוקר,רשת 13,180.0,3.2,2020-02-21 07:00:00,2,8,21,7,0,4
1034,15,איזה צחוק עם אבי נוסבאום ש.ח,קשת 12,81.0,2.9,2020-02-21 23:56:00,2,8,21,23,56,4
1035,16,מרגישות יופי,קשת 12,28.0,2.8,2020-02-21 11:40:00,2,8,21,11,40,4
1037,18,העולם הבוקר - רגע לפני,רשת 13,45.0,2.6,2020-02-21 06:15:00,2,8,21,6,15,4
1038,19,שנות ה-80 עונה 5 ש.ח,רשת 13,38.0,2.5,2020-02-21 18:52:00,2,8,21,18,52,4
1039,20,מועדון לילה עונה 7 ש.ח,קשת 12,63.0,2.4,2020-02-21 14:55:00,2,8,21,14,55,4
1040,1,חדשות שבת 12,קשת 12,79.0,17.8,2020-02-22 19:57:00,2,8,22,19,57,5
1041,2,חתונה ממבט ראשון עונה 3,קשת 12,89.0,15.5,2020-02-22 21:16:00,2,8,22,21,16,5
1042,3,האח הגדול 2020,רשת 13,98.0,14.7,2020-02-22 21:15:00,2,8,22,21,15,5
1043,4,פגוש את העיתונות 12,קשת 12,45.0,10.1,2020-02-22 19:08:00,2,8,22,19,8,5
1044,5,אנשים עונה 16,קשת 12,34.0,9.7,2020-02-22 22:57:00,2,8,22,22,57,5
1045,6,מהדורת השבת עם הילה קורח,רשת 13,78.0,8.7,2020-02-22 19:57:00,2,8,22,19,57,5
1046,7,גב האומה עונה 11,רשת 13,32.0,7.2,2020-02-22 22:53:00,2,8,22,22,53,5
1047,8,המטה המרכזי,רשת 13,45.0,6.9,2020-02-22 19:08:00,2,8,22,19,8,5
1048,9,תעמולת בחירות ע.12,קשת 12,29.0,5.0,2020-02-22 23:32:00,2,8,22,23,32,5
1049,10,מועדון לילה עונה 7 ש.ח,קשת 12,83.0,4.7,2020-02-22 17:31:00,2,8,22,17,31,5
1050,11,סדר עולמי השבוע 12,קשת 12,31.0,4.0,2020-02-22 16:55:00,2,8,22,16,55,5
1051,12,משחקי השף עונה 4 ש.ח,רשת 13,121.0,2.9,2020-02-22 16:44:00,2,8,22,16,44,5
1052,13,אולפן שישי 12 - הכתבות,קשת 12,59.0,2.7,2020-02-22 01:00:00,2,8,22,1,0,5
1054,15,אופירה וברקוביץ' - עונה 3 ש.ח,קשת 12,116.0,2.1,2020-02-22 09:02:00,2,8,22,9,2,5
1055,16,ערב טוב עם גיא פינס - קשת עונה 2 לקט ש.ח,קשת 12,131.0,2.1,2020-02-22 03:43:00,2,8,22,3,43,5
1056,17,האח הגדול 2020 ש.ח,רשת 13,72.0,2.0,2020-02-22 15:32:00,2,8,22,15,32,5
1059,20,אולפן שישי 12 ש.ח,קשת 12,97.0,1.7,2020-02-22 06:20:00,2,8,22,6,20,5
1060,1,חתונה ממבט ראשון עונה 3,קשת 12,106.0,20.6,2020-02-23 21:21:00,2,8,23,21,21,6
1061,2,חדשות 12,קשת 12,82.0,17.7,2020-02-23 19:57:00,2,8,23,19,57,6
1062,3,תכנית חיסכון 12,קשת 12,30.0,13.4,2020-02-23 19:24:00,2,8,23,19,24,6
1063,4,ערב טוב עם גיא פינס - קשת עונה 2,קשת 12,31.0,11.8,2020-02-23 18:47:00,2,8,23,18,47,6
1064,5,שש עם עודד בן עמי 12,קשת 12,49.0,10.7,2020-02-23 17:58:00,2,8,23,17,58,6
1065,6,חדשות 13,רשת 13,93.0,8.8,2020-02-23 19:56:00,2,8,23,19,56,6
1066,7,חמש עם רפי רשף 12,קשת 12,55.0,8.3,2020-02-23 17:00:00,2,8,23,17,0,6
1067,8,חדשות 13 - מוקדמת,רשת 13,27.0,7.6,2020-02-23 19:29:00,2,8,23,19,29,6
1068,9,מהדורה ראשונה 12,קשת 12,50.0,6.6,2020-02-23 16:10:00,2,8,23,16,10,6
1069,10,תעמולת בחירות ע.12,קשת 12,26.0,6.5,2020-02-23 23:30:00,2,8,23,23,30,6
1070,11,לפני החדשות,רשת 13,40.0,6.5,2020-02-23 18:44:00,2,8,23,18,44,6
1071,12,הצינור,רשת 13,25.0,5.3,2020-02-23 22:47:00,2,8,23,22,47,6
1072,13,שש - אמנון לוי,רשת 13,50.0,5.3,2020-02-23 17:55:00,2,8,23,17,55,6
1073,14,שנות ה-80 ש.ח,רשת 13,37.0,5.2,2020-02-23 22:09:00,2,8,23,22,9,6
1075,16,ערב טוב עם גיא פינס - קשת עונה 2 ש.ח,קשת 12,35.0,4.7,2020-02-23 23:56:00,2,8,23,23,56,6
1076,17,העולם הבוקר,רשת 13,120.0,4.5,2020-02-23 07:00:00,2,8,23,7,0,6
1079,20,חדשות הבוקר עם ניב רסקין עונה 2,קשת 12,123.0,3.9,2020-02-23 06:57:00,2,8,23,6,57,6
1080,1,חדשות 12,קשת 12,90.0,16.1,2020-02-24 19:56:00,2,9,24,19,56,0
1081,2,ארץ נהדרת עונה 17,קשת 12,77.0,13.4,2020-02-24 21:25:00,2,9,24,21,25,0
1082,3,חדשות 12 - מוקדמת,קשת 12,32.0,13.0,2020-02-24 19:24:00,2,9,24,19,24,0
1083,4,משחקי השף עונה 4 - קרבות המטבח,רשת 13,80.0,11.6,2020-02-24 21:20:00,2,9,24,21,20,0
1084,5,שש עם עודד בן עמי 12,קשת 12,83.0,10.9,2020-02-24 17:57:00,2,9,24,17,57,0
1085,6,הצינור,רשת 13,20.0,10.3,2020-02-24 22:41:00,2,9,24,22,41,0
1086,7,חמש עם רפי רשף 12,קשת 12,56.0,8.8,2020-02-24 16:58:00,2,9,24,16,58,0
1087,8,חדשות 13,רשת 13,85.0,7.4,2020-02-24 19:56:00,2,9,24,19,56,0
1088,9,חדשות 13 - מוקדמת,רשת 13,31.0,6.8,2020-02-24 19:24:00,2,9,24,19,24,0
1089,10,חי בלילה עונה 12,קשת 12,34.0,6.5,2020-02-24 22:51:00,2,9,24,22,51,0
1090,11,לפני החדשות,רשת 13,35.0,6.2,2020-02-24 18:45:00,2,9,24,18,45,0
1091,12,שש - אמנון לוי,רשת 13,51.0,5.9,2020-02-24 17:54:00,2,9,24,17,54,0
1092,13,מהדורה ראשונה 12,קשת 12,45.0,5.7,2020-02-24 16:13:00,2,9,24,16,13,0
1093,14,חדשות הבוקר עם ניב רסקין עונה 2,קשת 12,122.0,5.0,2020-02-24 06:58:00,2,9,24,6,58,0
1094,15,מהדורת חמש,רשת 13,55.0,5.0,2020-02-24 16:56:00,2,9,24,16,56,0
1095,16,תעמולת בחירות ע.13,רשת 13,24.0,4.6,2020-02-24 23:30:00,2,9,24,23,30,0
1096,17,כותרות הבוקר עם ניב רסקין עונה 2,קשת 12,43.0,3.8,2020-02-24 06:14:00,2,9,24,6,14,0
1097,18,העולם הבוקר,רשת 13,120.0,3.7,2020-02-24 07:00:00,2,9,24,7,0,0
1099,20,חדשות היום,רשת 13,54.0,3.5,2020-02-24 16:02:00,2,9,24,16,2,0
1100,1,חדשות 12,קשת 12,110.0,15.9,2020-02-25 19:57:00,2,9,25,19,57,1
1101,2,משחקי השף עונה 4 - קרבות המטבח,רשת 13,60.0,13.6,2020-02-25 21:19:00,2,9,25,21,19,1
1102,3,תכנית חיסכון 12,קשת 12,29.0,10.6,2020-02-25 19:24:00,2,9,25,19,24,1
1103,4,חדשות 13,רשת 13,83.0,9.7,2020-02-25 19:56:00,2,9,25,19,56,1
1104,5,ערב טוב עם גיא פינס - קשת עונה 2,קשת 12,31.0,9.3,2020-02-25 18:47:00,2,9,25,18,47,1
1106,7,שווה כסף,רשת 13,25.0,7.7,2020-02-25 19:27:00,2,9,25,19,27,1
1107,8,שש עם עודד בן עמי 12,קשת 12,49.0,7.4,2020-02-25 17:58:00,2,9,25,17,58,1
1109,10,לפני החדשות,רשת 13,42.0,6.5,2020-02-25 18:45:00,2,9,25,18,45,1
1110,11,חמש עם רפי רשף 12,קשת 12,57.0,5.9,2020-02-25 16:58:00,2,9,25,16,58,1
1111,12,חדשות הבוקר עם ניב רסקין עונה 2,קשת 12,121.0,5.5,2020-02-25 06:57:00,2,9,25,6,57,1
1112,13,מהדורת חמש,רשת 13,56.0,4.5,2020-02-25 16:56:00,2,9,25,16,56,1
1113,14,שש - אמנון לוי,רשת 13,50.0,4.3,2020-02-25 17:55:00,2,9,25,17,55,1
1114,15,העולם הבוקר,רשת 13,120.0,4.0,2020-02-25 07:00:00,2,9,25,7,0,1
1115,16,מהדורה ראשונה 12,קשת 12,50.0,3.8,2020-02-25 16:08:00,2,9,25,16,8,1
1116,17,פאולה וליאון עונה 2,קשת 12,90.0,3.6,2020-02-25 08:59:00,2,9,25,8,59,1
1117,18,חדשות היום,רשת 13,48.0,3.5,2020-02-25 16:08:00,2,9,25,16,8,1
1118,19,כותרות הבוקר עם ניב רסקין עונה 2,קשת 12,43.0,3.4,2020-02-25 06:15:00,2,9,25,6,15,1
1119,20,העולם הבוקר - רגע לפני,רשת 13,45.0,3.3,2020-02-25 06:15:00,2,9,25,6,15,1
1120,1,חדשות 12,קשת 12,82.0,16.9,2020-02-26 19:57:00,2,9,26,19,57,2
1121,2,האח הגדול 2020,רשת 13,126.0,13.4,2020-02-26 21:16:00,2,9,26,21,16,2
1123,4,תכנית חיסכון 12,קשת 12,27.0,11.4,2020-02-26 19:25:00,2,9,26,19,25,2
1124,5,חדשות 13,רשת 13,80.0,10.1,2020-02-26 19:56:00,2,9,26,19,56,2
1125,6,ערב טוב עם גיא פינס - קשת עונה 2,קשת 12,32.0,8.9,2020-02-26 18:47:00,2,9,26,18,47,2
1126,7,שש עם עודד בן עמי 12,קשת 12,50.0,8.0,2020-02-26 17:57:00,2,9,26,17,57,2
1127,8,חי בלילה עונה 12,קשת 12,37.0,6.8,2020-02-26 22:47:00,2,9,26,22,47,2
1128,9,חמש עם רפי רשף 12,קשת 12,55.0,6.4,2020-02-26 16:59:00,2,9,26,16,59,2
1129,10,שווה כסף,רשת 13,24.0,6.1,2020-02-26 19:28:00,2,9,26,19,28,2
1130,11,לפני החדשות,רשת 13,39.0,5.0,2020-02-26 18:45:00,2,9,26,18,45,2
1131,12,מהדורה ראשונה 12,קשת 12,50.0,4.5,2020-02-26 16:09:00,2,9,26,16,9,2
1132,13,העולם הבוקר,רשת 13,119.0,4.5,2020-02-26 07:00:00,2,9,26,7,0,2
1133,14,שש - אמנון לוי,רשת 13,48.0,4.4,2020-02-26 17:57:00,2,9,26,17,57,2
1134,15,תעמולת בחירות ע.12,קשת 12,40.0,3.9,2020-02-26 23:27:00,2,9,26,23,27,2
1135,16,חדשות הבוקר עם ניב רסקין עונה 2,קשת 12,120.0,3.8,2020-02-26 06:58:00,2,9,26,6,58,2
